"","bnum","react_id","all_r_per_g_homo","name","organism","reversible","direction","one_to_one"
"390","b1206","SO4t2pp",TRUE,"dauA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"391","b1207","PRPPS",TRUE,"prs","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"3911","b1207","PRPPS_b",TRUE,"prs","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"392","b1208","CDPMEK",TRUE,"ispE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"393","b1210","GLUTRR",TRUE,"hemA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"394","b1215","KDOPS",TRUE,"kdsA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"395","b1216","CA2t3pp",FALSE,"chaA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"396","b1232","FTHFD",TRUE,"purU","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"397","b1236","GALUi",TRUE,"galU","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"398","b1238","TMDK1",TRUE,"tdk","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"399","b1238","DURIK1",TRUE,"tdk","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"400","b1262","IGPS",TRUE,"trpC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"401","b1262","PRAIi",TRUE,"trpC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"402","b1263","ANPRT",FALSE,"trpD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"403","b1270","CBLAT",TRUE,"btuR","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"404","b1270","CBIAT",TRUE,"btuR","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"4031","b1270","CBLAT_b",TRUE,"btuR","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"4041","b1270","CBIAT_b",TRUE,"btuR","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"405","b1277","GTPCII2",TRUE,"ribA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"406","b1278","PAPA140pp",FALSE,"pgpB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"407","b1278","PAPA161",FALSE,"pgpB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"408","b1278","PAPA120",FALSE,"pgpB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"409","b1278","PAPA181pp",FALSE,"pgpB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"410","b1278","PAPA141",FALSE,"pgpB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"411","b1278","PAPA120pp",FALSE,"pgpB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"412","b1278","PAPA160",FALSE,"pgpB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"413","b1278","PAPA181",FALSE,"pgpB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"414","b1278","PAPA141pp",FALSE,"pgpB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"415","b1278","PAPA140",FALSE,"pgpB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"416","b1278","PAPA180",FALSE,"pgpB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"417","b1278","PAPA180pp",FALSE,"pgpB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"418","b1278","PAPA160pp",FALSE,"pgpB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"419","b1278","PAPA161pp",FALSE,"pgpB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"420","b1281","OMPDC",TRUE,"pyrF","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"421","b1288","EAR121y",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"422","b1288","EAR60x",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"423","b1288","EAR160x",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"424","b1288","EAR40y",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"425","b1288","EAR120x",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"426","b1288","EAR121x",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"427","b1288","EAR181y",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"428","b1288","EGMEACPR",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"429","b1288","EAR141x",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"430","b1288","EAR141y",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"431","b1288","EAR60y",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"432","b1288","EAR80y",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"433","b1288","EAR161x",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"434","b1288","EAR180y",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"435","b1288","EAR100y",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"436","b1288","EAR140y",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"437","b1288","EAR161y",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"438","b1288","EAR80x",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"439","b1288","EAR120y",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"440","b1288","EAR160y",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"441","b1288","EPMEACPR",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"442","b1288","EAR140x",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"443","b1288","EAR180x",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"444","b1288","EAR100x",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"445","b1288","EAR40x",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"446","b1288","EAR181x",TRUE,"fabI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"447","b1297","GGPTRCS",FALSE,"puuA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"448","b1298","GGGABAH",TRUE,"puuD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"449","b1300","GGGABADr",TRUE,"puuC","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"450","b1300","ALDD2x",TRUE,"puuC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"4491","b1300","GGGABADr_b",TRUE,"puuC","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"451","b1301","GGPTRCO",TRUE,"puuB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"452","b1308","CYANSTpp",TRUE,"pspE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"453","b1325","ALAGLUE",TRUE,"ycjG","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"4531","b1325","ALAGLUE_b",TRUE,"ycjG","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"454","b1326","LADGMDH",TRUE,"mpaA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"455","b1385","ALDD19xr",TRUE,"feaB","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"4551","b1385","ALDD19xr_b",TRUE,"feaB","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"456","b1386","42A12BOOXpp",TRUE,"tynA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"457","b1386","PEAMNOpp",TRUE,"tynA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"458","b1386","TYROXDApp",TRUE,"tynA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"459","b1387","OXCOAHDH",TRUE,"paaZ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"460","b1393","DHACOAH",TRUE,"paaF","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"4601","b1393","DHACOAH_b",TRUE,"paaF","Escherichia coli str. K-12 substr. MG1655",FALSE,"bwd",TRUE
"461","b1394","REPHACCOAI",FALSE,"paaG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"4611","b1394","REPHACCOAI_b",FALSE,"paaG","Escherichia coli str. K-12 substr. MG1655",FALSE,"bwd",FALSE
"462","b1395","HADPCOADH3",TRUE,"paaH","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"4621","b1395","HADPCOADH3_b",TRUE,"paaH","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"463","b1397","3OXCOAT",FALSE,"paaJ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"464","b1398","PACCOAL",TRUE,"paaK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"465","b1415","GCALDD",TRUE,"aldA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"466","b1415","LCADi",TRUE,"aldA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"467","b1444","ABUTD",TRUE,"patD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"468","b1453","ASNt2rpp",TRUE,"ansP","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"4681","b1453","ASNt2rpp_b",TRUE,"ansP","Escherichia coli str. K-12 substr. MG1655",FALSE,"bwd",TRUE
"469","b1463","ACANTHAT",TRUE,"nhoA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"470","b1479","ME1",TRUE,"maeA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"471","b1488","ALAALAD",TRUE,"ddpX","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"472","b1489","PDE1",TRUE,"dosP","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"473","b1489","PDE4",TRUE,"dosP","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"474","b1492","GLUABUTt7pp",TRUE,"gadC","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"4741","b1492","GLUABUTt7pp_b",TRUE,"gadC","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"475","b1519","ACONMT",TRUE,"tam","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"476","b1521","TAGURr",TRUE,"uxaB","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"4761","b1521","TAGURr_b",TRUE,"uxaB","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"477","b1525","SSALx",FALSE,"sad","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"478","b1528","MELIBt3ipp",FALSE,"ydeA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"479","b1528","ARBt3ipp",FALSE,"ydeA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"480","b1539","ATHRDHr",FALSE,"ydfG","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"481","b1539","LSERDHr",FALSE,"ydfG","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"482","b1539","DSERDHr",FALSE,"ydfG","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"4801","b1539","ATHRDHr_b",FALSE,"ydfG","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"4811","b1539","LSERDHr_b",FALSE,"ydfG","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"4821","b1539","DSERDHr_b",FALSE,"ydfG","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"483","b1584","SPMDAT2",TRUE,"speG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"484","b1584","SPMDAT1",TRUE,"speG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"485","b1605","ARGORNt7pp",TRUE,"ydgI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"4851","b1605","ARGORNt7pp_b",TRUE,"ydgI","Escherichia coli str. K-12 substr. MG1655",FALSE,"bwd",TRUE
"486","b1606","DHMPTR",FALSE,"folM","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"487","b1613","MAN6PI",TRUE,"manA","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"4871","b1613","MAN6PI_b",TRUE,"manA","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"488","b1623","DADA",TRUE,"add","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"489","b1623","ADA",TRUE,"add","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"490","b1637","TYRTRS",TRUE,"tyrS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"491","b1638","PYAM5PO",TRUE,"pdxH","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"492","b1638","PDX5POi",TRUE,"pdxH","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"493","b1640","ANHMK",TRUE,"anmK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"494","b1646","SPODMpp",TRUE,"sodC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"495","b1651","LGTHL",TRUE,"gloA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"496","b1661","CFAS160G",TRUE,"cfa","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"497","b1661","CFAS160E",TRUE,"cfa","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"498","b1661","CFAS180G",TRUE,"cfa","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"499","b1661","CFAS180E",TRUE,"cfa","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"500","b1662","RBFSa",TRUE,"ribC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"501","b1692","QUINDH",FALSE,"ydiB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"5011","b1692","QUINDH_b",FALSE,"ydiB","Escherichia coli str. K-12 substr. MG1655",FALSE,"bwd",FALSE
"502","b1693","DHQTi",TRUE,"aroD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"503","b1702","PPS",TRUE,"ppsA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"504","b1710","GTHPi",FALSE,"btuE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"505","b1719","THRTRS",TRUE,"thrS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"506","b1734","DC6PH",TRUE,"chbF","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"507","b1740","NADS1",TRUE,"nadE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"508","b1744","SGDS",TRUE,"astE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"509","b1745","SADH",TRUE,"astB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"510","b1746","SGSAD",TRUE,"astD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"511","b1747","AST",TRUE,"astA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"512","b1748","SOTA",FALSE,"astC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"513","b1761","GLUDy",TRUE,"gdhA","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"5131","b1761","GLUDy_b",TRUE,"gdhA","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"514","b1764","SELNPS",TRUE,"selD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"515","b1768","NNAM",TRUE,"pncA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"516","b1779","GAPD",FALSE,"gapA","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"5161","b1779","GAPD_b",FALSE,"gapA","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"517","b1800","MALDDH",TRUE,"dmlA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"518","b1849","GART",FALSE,"purT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"519","b1850","EDA",TRUE,"eda","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"520","b1850","OAADC",TRUE,"eda","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"521","b1851","EDD",TRUE,"edd","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"522","b1852","G6PDH2r",TRUE,"zwf","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"5221","b1852","G6PDH2r_b",TRUE,"zwf","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"523","b1855","EDTXS4",TRUE,"lpxM","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"524","b1855","EDTXS2",TRUE,"lpxM","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"525","b1866","ASPTRS",TRUE,"aspS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"526","b1876","ARGTRS",TRUE,"argS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"527","b1896","TRE6PS",TRUE,"otsA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"528","b1897","TRE6PP",TRUE,"otsB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"529","b1912","PGSA160",TRUE,"pgsA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"530","b1912","PGSA161",TRUE,"pgsA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"531","b1912","PGSA140",TRUE,"pgsA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"532","b1912","PGSA181",TRUE,"pgsA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"533","b1912","PGSA141",TRUE,"pgsA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"534","b1912","PGSA120",TRUE,"pgsA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"535","b1912","PGSA180",TRUE,"pgsA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"536","b1919","CYSDDS",TRUE,"dcyD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"537","b1927","AAMYL",TRUE,"amyA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"538","b1981","SKMt2pp",TRUE,"shiA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"539","b1982","AMPN",TRUE,"amn","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"540","b1991","NNDMBRT",TRUE,"cobT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"541","b1992","ADOCBLS",TRUE,"cobS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"542","b1993","ADOCBIK",TRUE,"cobU","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"543","b1993","ACBIPGT",TRUE,"cobU","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"544","b2019","ATPPRT",TRUE,"hisG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"545","b2020","HISTD",TRUE,"hisD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"546","b2021","HSTPT",TRUE,"hisC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"547","b2022","HISTP",TRUE,"hisB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"548","b2022","IGPDH",TRUE,"hisB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"549","b2024","PRMICI",TRUE,"hisA","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"5491","b2024","PRMICI_b",TRUE,"hisA","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"550","b2026","PRAMPC",TRUE,"hisI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"551","b2026","PRATPP",TRUE,"hisI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"552","b2028","UDPGD",TRUE,"ugd","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"553","b2029","GND",TRUE,"gnd","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"554","b2032","O16GLCT1",TRUE,"wbbK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"555","b2033","O16AT",TRUE,"wbbJ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"556","b2034","O16GALFT",TRUE,"wbbI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"557","b2036","UDPGALM",TRUE,"glf","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"558","b2037","O16AUNDtpp",TRUE,"wzxB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"559","b2038","TDPDRE",TRUE,"rfbC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"560","b2040","TDPDRR",TRUE,"rfbD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"561","b2048","PMANM",TRUE,"cpsG","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"5611","b2048","PMANM_b",TRUE,"cpsG","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"562","b2049","MAN1PT2",TRUE,"cpsB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"563","b2051","GDPMNH",TRUE,"wcaH","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"564","b2052","GOFUCR",TRUE,"wcaG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"565","b2052","GDMANE",TRUE,"wcaG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"566","b2053","GMAND",TRUE,"gmd","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"567","b2065","DCTPD",TRUE,"dcd","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"568","b2066","CYTDK2",TRUE,"udk","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"569","b2066","URIK2",TRUE,"udk","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"570","b2091","GLTPD",TRUE,"gatD","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"5701","b2091","GLTPD_b",TRUE,"gatD","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"571","b2103","PMPK",FALSE,"thiD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"572","b2104","HETZK",TRUE,"thiM","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"573","b2114","METTRS",TRUE,"metG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"574","b2132","LACZpp",TRUE,"bglX","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"575","b2133","LDH_D2",FALSE,"dld","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"576","b2143","CYTD",TRUE,"cdd","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"577","b2143","DCYTD",TRUE,"cdd","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"578","b2153","GTPCI",TRUE,"folE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"579","b2156","LYSt2pp",TRUE,"lysP","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"580","b2168","FRUK",TRUE,"fruK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"581","b2174","COLIPAKpp",TRUE,"lpxT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"582","b2210","MDH3",TRUE,"mqo","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"583","b2210","MDH2",TRUE,"mqo","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"584","b2223","BUTt2rpp",TRUE,"atoE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"585","b2223","ACACt2pp",TRUE,"atoE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"586","b2223","HEXt2rpp",TRUE,"atoE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"5841","b2223","BUTt2rpp_b",TRUE,"atoE","Escherichia coli str. K-12 substr. MG1655",FALSE,"bwd",FALSE
"5851","b2223","ACACt2pp_b",TRUE,"atoE","Escherichia coli str. K-12 substr. MG1655",FALSE,"bwd",FALSE
"5861","b2223","HEXt2rpp_b",TRUE,"atoE","Escherichia coli str. K-12 substr. MG1655",FALSE,"bwd",FALSE
"587","b2232","OHPHM",TRUE,"ubiG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"588","b2232","DMQMT",TRUE,"ubiG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"589","b2239","GPDDA3pp",TRUE,"glpQ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"590","b2239","GPDDA2pp",TRUE,"glpQ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"591","b2239","GPDDA1pp",TRUE,"glpQ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"592","b2239","GPDDA5pp",TRUE,"glpQ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"593","b2239","GPDDA4pp",TRUE,"glpQ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
