"","bnum","react_id","all_r_per_g_homo","name","organism","reversible","direction"
"1195","b4266","5DGLCNR",TRUE,"idnO","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"11951","b4266","5DGLCNR_b",TRUE,"idnO","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"1199","b4322","MNNH",TRUE,"uxuA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1200","b4323","MANAO",TRUE,"uxuB","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"12001","b4323","MANAO_b",TRUE,"uxuB","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"1201","b4356","GALCTNLt2pp",TRUE,"lgoT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1202","b4358","GALCTLO",TRUE,"lgoD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1206","b4381","DRPA",TRUE,"deoC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1214","b4388","PSP_L",TRUE,"serB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1217","b4474","FRULYSE",TRUE,"frlC","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"12171","b4474","FRULYSE_b",TRUE,"frlC","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"1218","b4477","DDPGALA",TRUE,"dgoA","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd"
"12181","b4477","DDPGALA_b",TRUE,"dgoA","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd"
"1219","b4478","GALCTND",TRUE,"dgoD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
"1220","b4481","AADDGT",TRUE,"wecF","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd"
